transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
09/27/2017,10/02/2017,GPK,Graphic Packaging Holding Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Containers/Packaging,Consumer Durables
09/27/2017,10/02/2017,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Catalog/Specialty Distribution,Consumer Services
09/27/2017,10/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/27/2017,10/02/2017,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Plastic Products,Consumer Non-Durables
09/27/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/26/2017,10/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/26/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/26/2017,10/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
09/22/2017,10/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
09/22/2017,10/02/2017,BAX,Baxter International Inc.,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Medical/Dental Instruments,Health Care
09/22/2017,10/02/2017,BAX,Baxter International Inc.,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Medical/Dental Instruments,Health Care
09/22/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/21/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/18/2017,10/02/2017,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Plastic Products,Consumer Non-Durables
09/15/2017,10/02/2017,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Plastic Products,Consumer Non-Durables
09/15/2017,10/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/14/2017,10/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/14/2017,10/02/2017,PKI,"PerkinElmer, Inc.",sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Biotechnology: Laboratory Analytical Instruments,Capital Goods
09/14/2017,10/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
09/13/2017,10/02/2017,SLB,Schlumberger Limited,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Oilfield Services/Equipment,Energy
09/12/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/12/2017,10/02/2017,PKI,"PerkinElmer, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Biotechnology: Laboratory Analytical Instruments,Capital Goods
09/11/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/11/2017,10/02/2017,PKI,"PerkinElmer, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Biotechnology: Laboratory Analytical Instruments,Capital Goods
09/11/2017,10/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/08/2017,10/02/2017,BAX,Baxter International Inc.,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Medical/Dental Instruments,Health Care
09/08/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/08/2017,10/02/2017,PKI,"PerkinElmer, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Biotechnology: Laboratory Analytical Instruments,Capital Goods
09/06/2017,10/02/2017,DIS,The Walt Disney Company,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
09/05/2017,10/02/2017,OKE,"ONEOK, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Oil & Gas Production,Public Utilities
09/01/2017,10/02/2017,TRP,TransCanada Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Natural Gas Distribution,Public Utilities
08/29/2017,10/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
08/29/2017,10/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/28/2017,10/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/28/2017,10/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
09/29/2017,09/29/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Lamar Alexander,,,,
09/27/2017,09/29/2017,BA,The Boeing Company,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
09/27/2017,09/29/2017,RTN,Raytheon Company,purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,,
09/26/2017,09/29/2017,SBUX,Starbucks Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Restaurants,Consumer Services
09/26/2017,09/29/2017,GE,General Electric Company,sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Consumer Electronics/Appliances,Energy
09/26/2017,09/29/2017,COF,Capital One Financial Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Major Banks,Finance
09/26/2017,09/29/2017,WF,"Woori Bank Co., Ltd.",sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Commercial Banks,Finance
09/26/2017,09/29/2017,T,AT&amp;T Inc.,sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Telecommunications Equipment,Public Utilities
09/26/2017,09/29/2017,BAC,Bank of America Corporation,sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Major Banks,Finance
09/07/2017,09/29/2017,BAC,Bank of America Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Major Banks,Finance
09/07/2017,09/29/2017,CELG,Celgene Corporation,sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
09/26/2017,09/29/2017,TCS,"The Container Store Group, Inc.",sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
09/28/2017,09/29/2017,NOC,Northrop Grumman Corporation,purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,Industrial Machinery/Components,Capital Goods
09/26/2017,09/29/2017,TCS,"The Container Store Group, Inc.",sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
09/07/2017,09/29/2017,BIDU,"Baidu, Inc.",sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,"Computer Software: Programming, Data Processing",Technology
09/21/2017,09/27/2017,NGG,National Grid plc,sale_full,"$100,001 - $250,000",John Hoeven,Republican,ND,Natural Gas Distribution,Public Utilities
09/21/2017,09/27/2017,QCOM,QUALCOMM Incorporated,sale_full,"$100,001 - $250,000",John Hoeven,Republican,ND,Radio And Television Broadcasting And Communications Equipment,Technology
09/21/2017,09/27/2017,IBM,International Business Machines Corporation,sale_full,"$15,001 - $50,000",John Hoeven,Republican,ND,Computer Manufacturing,Technology
09/15/2017,09/19/2017,CVS,CVS Health Corporation,purchase,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Medical/Nursing Services,Health Care
08/30/2017,09/19/2017,GM,General Motors Company,sale_full,"$100,001 - $250,000",James M. Inhofe,Republican,OK,Auto Manufacturing,Capital Goods
08/30/2017,09/19/2017,COHR,"Coherent, Inc.",purchase,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Biotechnology: Laboratory Analytical Instruments,Capital Goods
08/23/2017,09/19/2017,BHF,"Brighthouse Financial, Inc.",sale_full,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,Life Insurance,Finance
09/18/2017,09/19/2017,Q,"Quintiles IMS Holdings, Inc.",purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
09/18/2017,09/19/2017,Q,"Quintiles IMS Holdings, Inc.",purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
08/23/2017,09/15/2017,DVMT,Dell Technologies Inc.,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,,
09/12/2017,09/12/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
08/07/2017,09/12/2017,BHF,"Brighthouse Financial, Inc.",Exchange,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Life Insurance,Finance
08/24/2017,09/12/2017,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Auto Manufacturing,Capital Goods
08/24/2017,09/12/2017,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Computer Manufacturing,Technology
08/24/2017,09/12/2017,BHF,"Brighthouse Financial, Inc.",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Life Insurance,Finance
08/24/2017,09/12/2017,NWL,Newell Brands Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Plastic Products,Consumer Non-Durables
08/24/2017,09/12/2017,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Auto Manufacturing,Capital Goods
08/24/2017,09/12/2017,DISH,DISH Network Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Telecommunications Equipment,Consumer Discretionary
08/24/2017,09/12/2017,SYK,Stryker Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Medical/Dental Instruments,Health Care
08/24/2017,09/12/2017,WMT,"Wal-Mart Stores, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Department/Specialty Retail Stores,Consumer Services
08/30/2017,09/11/2017,CSCO,"Cisco Systems, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Computer Communications Equipment,Technology
08/22/2017,09/11/2017,SCG,SCANA Corporation,sale_full,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
08/18/2017,09/11/2017,SO,The Southern Company,sale_full,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Electric Utilities: Central,Public Utilities
09/06/2017,09/06/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
08/31/2017,09/06/2017,QCOM,QUALCOMM Incorporated,sale_partial,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Radio And Television Broadcasting And Communications Equipment,Technology
08/31/2017,09/06/2017,RMD,ResMed Inc.,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Medical/Dental Instruments,Health Care
08/31/2017,09/06/2017,ARCC,Ares Capital Corporation,sale_partial,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Finance/Investors Services,Finance
08/31/2017,09/06/2017,NWL,Newell Brands Inc.,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Plastic Products,Consumer Non-Durables
08/31/2017,09/06/2017,PBA,Pembina Pipeline Corporation,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Oil & Gas Production,Energy
08/31/2017,09/06/2017,GLAD,Gladstone Capital Corporation,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Finance/Investors Services,Finance
08/31/2017,09/06/2017,PTMC,Pacer Funds Trust - Pacer Trendpilot 450 ETF,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
08/31/2017,09/06/2017,GLW,Corning Incorporated,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Telecommunications Equipment,Basic Industries
08/31/2017,09/06/2017,DHR,Danaher Corporation,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Industrial Machinery/Components,Capital Goods
08/31/2017,09/06/2017,HRS,Harris Corporation,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
08/31/2017,09/06/2017,HRL,Hormel Foods Corporation,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Meat/Poultry/Fish,Consumer Non-Durables
08/31/2017,09/06/2017,NPK,"National Presto Industries, Inc.",purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Military/Government/Technical,Consumer Discretionary
08/31/2017,09/06/2017,RHI,Robert Half International Inc.,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Professional Services,Technology
08/31/2017,09/06/2017,TMO,Thermo Fisher Scientific Inc.,purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Industrial Machinery/Components,Capital Goods
07/25/2017,09/06/2017,PEY,PowerShares Exchange-Traded Fund Trust - PowerShar,sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
08/07/2017,09/06/2017,T,AT&amp;T Inc.,sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Telecommunications Equipment,Public Utilities
08/10/2017,09/04/2017,DVN,Devon Energy Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Oil & Gas Production,Energy
08/07/2017,09/04/2017,BAC,Bank of America Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Major Banks,Finance
08/07/2017,09/04/2017,SBUX,Starbucks Corporation,sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Restaurants,Consumer Services
08/01/2017,09/04/2017,WF,"Woori Bank Co., Ltd.",purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Commercial Banks,Finance
08/01/2017,09/04/2017,COF,Capital One Financial Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Major Banks,Finance
08/01/2017,09/04/2017,CELG,Celgene Corporation,purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,,
08/01/2017,09/04/2017,SBUX,Starbucks Corporation,purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Restaurants,Consumer Services
08/08/2017,09/01/2017,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Computer Manufacturing,Technology
07/20/2017,08/28/2017,IBM,International Business Machines Corporation,sale_full,"$1,001 - $15,000","Angus S. King, Jr.",Independent,ME,Computer Manufacturing,Technology
08/25/2017,08/28/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
08/24/2017,08/28/2017,URBN,"Urban Outfitters, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary
08/21/2017,08/28/2017,GEL,"Genesis Energy, L.P.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Natural Gas Distribution,Energy
08/21/2017,08/28/2017,GEL,"Genesis Energy, L.P.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Natural Gas Distribution,Energy
08/17/2017,08/28/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/16/2017,08/28/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
08/16/2017,08/28/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/15/2017,08/28/2017,WBA,"Walgreens Boots Alliance, Inc.",sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Medical/Nursing Services,Health Care
08/15/2017,08/28/2017,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Computer Manufacturing,Technology
08/14/2017,08/28/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/14/2017,08/28/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
08/14/2017,08/28/2017,WLK,Westlake Chemical Corporation,sale_full,"$1,001 - $15,000",David Perdue,Republican,GA,Major Chemicals,Basic Industries
08/11/2017,08/28/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
08/11/2017,08/28/2017,RF,Regions Financial Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Banks,Finance
08/11/2017,08/28/2017,WMT,"Wal-Mart Stores, Inc.",sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Department/Specialty Retail Stores,Consumer Services
08/11/2017,08/28/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/10/2017,08/28/2017,WBA,"Walgreens Boots Alliance, Inc.",sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Medical/Nursing Services,Health Care
08/10/2017,08/28/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
08/10/2017,08/28/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
08/10/2017,08/28/2017,WMT,"Wal-Mart Stores, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Department/Specialty Retail Stores,Consumer Services
08/10/2017,08/28/2017,WMT,"Wal-Mart Stores, Inc.",sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Department/Specialty Retail Stores,Consumer Services
08/10/2017,08/28/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
08/10/2017,08/28/2017,WLK,Westlake Chemical Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Chemicals,Basic Industries
08/10/2017,08/28/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
08/10/2017,08/28/2017,WMT,"Wal-Mart Stores, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Department/Specialty Retail Stores,Consumer Services
08/09/2017,08/28/2017,EMR,Emerson Electric Co.,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Consumer Electronics/Appliances,Energy
08/09/2017,08/28/2017,GE,General Electric Company,sale_full,"$15,001 - $50,000",David Perdue,Republican,GA,Consumer Electronics/Appliances,Energy
08/09/2017,08/28/2017,DIS,The Walt Disney Company,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
08/09/2017,08/28/2017,SLB,Schlumberger Limited,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Oilfield Services/Equipment,Energy
08/09/2017,08/28/2017,EMR,Emerson Electric Co.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Consumer Electronics/Appliances,Energy
08/09/2017,08/28/2017,GE,General Electric Company,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Consumer Electronics/Appliances,Energy
08/09/2017,08/28/2017,DIS,The Walt Disney Company,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
08/09/2017,08/28/2017,URBN,"Urban Outfitters, Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary
08/09/2017,08/28/2017,WLK,Westlake Chemical Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Chemicals,Basic Industries
08/08/2017,08/28/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
08/08/2017,08/28/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
