transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
11/30/2017,11/30/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Lamar Alexander,,,,
11/29/2017,11/29/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
11/16/2017,11/16/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Blumenthal,,,,
11/14/2017,11/14/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Gary C. Peters,,,,
10/18/2017,11/14/2017,XON,Intrexon Corporation,sale_partial,"$1,000,001 - $5,000,000",Mark R. Warner,Democrat,VA,,
10/18/2017,11/14/2017,ZIOP,"ZIOPHARM Oncology, Inc.",sale_full,"$250,001 - $500,000",Mark R. Warner,Democrat,VA,,
10/19/2017,11/13/2017,CSCO,"Cisco Systems, Inc.",sale_partial,"$1,001 - $15,000","Angus S. King, Jr.",Independent,ME,Computer Communications Equipment,Technology
11/08/2017,11/08/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
10/23/2017,11/08/2017,PYPL,"PayPal Holdings, Inc.",purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Business Services,Miscellaneous
10/23/2017,11/08/2017,HBI,Hanesbrands Inc.,sale_full,"$100,001 - $250,000",James M. Inhofe,Republican,OK,Clothing/Shoe/Accessory Stores,Consumer Services
10/23/2017,11/08/2017,GE,General Electric Company,sale_full,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Consumer Electronics/Appliances,Energy
10/23/2017,11/08/2017,BABA,Alibaba Group Holding Limited,purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Business Services,Miscellaneous
10/19/2017,11/08/2017,NTLA,Intellia Therapeutics Inc.,purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
10/19/2017,11/08/2017,EDIT,"Editas Medicine, Inc.",purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
10/19/2017,11/08/2017,CRSP,CRISPR Therapeutics AG,purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
10/17/2017,11/08/2017,BLK,"BlackRock, Inc.",purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Investment Bankers/Brokers/Service,Finance
10/13/2017,11/08/2017,DIS,The Walt Disney Company,sale_full,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Services-Misc. Amusement & Recreation,Consumer Services
10/12/2017,11/08/2017,COHR,"Coherent, Inc.",purchase,"$1,001 - $15,000",James M. Inhofe,Republican,OK,Biotechnology: Laboratory Analytical Instruments,Capital Goods
10/11/2017,11/08/2017,CVS,CVS Health Corporation,sale_full,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Medical/Nursing Services,Health Care
11/07/2017,11/07/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,John Boozman,,,,
10/26/2017,11/07/2017,MRK,"Merck &amp; Co., Inc.",sale_partial,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
10/26/2017,11/07/2017,BMY,Bristol-Myers Squibb Company,sale_partial,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
10/26/2017,11/07/2017,C,Citigroup Inc.,sale_partial,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Banks,Finance
10/25/2017,11/07/2017,GILD,"Gilead Sciences, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
10/26/2017,11/07/2017,JPM,JPMorgan Chase &amp; Co.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Banks,Finance
10/25/2017,11/07/2017,ACN,Accenture plc,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Business Services,Miscellaneous
10/06/2017,11/07/2017,SJM,The J. M. Smucker Company,sale_full,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Packaged Foods,Consumer Non-Durables
10/23/2017,11/07/2017,DWDP,DowDuPont Inc.,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,,
10/18/2017,11/07/2017,ABT,Abbott Laboratories,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,Major Pharmaceuticals,Health Care
10/17/2017,11/07/2017,JNJ,Johnson &amp; Johnson,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,Major Pharmaceuticals,Health Care
10/10/2017,11/07/2017,CC,CC - The Chemours Company,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,Industrial Specialties,Industrials
10/31/2017,11/06/2017,FB,"Facebook, Inc.",sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,"Computer Software: Programming, Data Processing",Technology
10/30/2017,11/06/2017,NVDA,NVIDIA Corporation,sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Semiconductors,Technology
10/30/2017,11/06/2017,NFLX,"Netflix, Inc.",sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
10/30/2017,11/06/2017,COF,Capital One Financial Corporation,sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Major Banks,Finance
10/30/2017,11/06/2017,FB,"Facebook, Inc.",sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,"Computer Software: Programming, Data Processing",Technology
10/25/2017,11/03/2017,DIS,The Walt Disney Company,purchase,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Services-Misc. Amusement & Recreation,Consumer Services
10/25/2017,11/03/2017,CVS,CVS Health Corporation,purchase,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Medical/Nursing Services,Health Care
10/25/2017,11/03/2017,T,AT&amp;T Inc.,purchase,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Telecommunications Equipment,Public Utilities
10/24/2017,11/03/2017,ABT,Abbott Laboratories,sale_partial,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Major Pharmaceuticals,Health Care
10/24/2017,11/03/2017,MDT,Medtronic plc,purchase,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
10/17/2017,11/03/2017,TGT,Target Corporation,sale_partial,"$1,001 - $15,000",Bill Cassidy,Republican,LA,Department/Specialty Retail Stores,Consumer Services
11/02/2017,11/02/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
11/01/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/31/2017,11/02/2017,QCOM,QUALCOMM Incorporated,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,Radio And Television Broadcasting And Communications Equipment,Technology
10/30/2017,11/02/2017,MYL,Mylan N.V.,sale_partial,"$15,001 - $50,000",David Perdue,Republican,GA,,
10/30/2017,11/02/2017,COST,Costco Wholesale Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Department/Specialty Retail Stores,Consumer Services
10/30/2017,11/02/2017,SLB,Schlumberger Limited,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Oilfield Services/Equipment,Energy
10/30/2017,11/02/2017,SYK,Stryker Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Medical/Dental Instruments,Health Care
10/30/2017,11/02/2017,COP,ConocoPhillips,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Integrated oil Companies,Energy
10/30/2017,11/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
10/30/2017,11/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
10/30/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/27/2017,11/02/2017,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Computer Software: Prepackaged Software,Technology
10/27/2017,11/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
10/26/2017,11/02/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
10/25/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/23/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/23/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/20/2017,11/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
10/20/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/19/2017,11/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/19/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/18/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/18/2017,11/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
10/18/2017,11/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
10/17/2017,11/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
10/16/2017,11/02/2017,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Telecommunications Equipment,Basic Industries
10/16/2017,11/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/16/2017,11/02/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
10/13/2017,11/02/2017,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Plastic Products,Consumer Non-Durables
10/13/2017,11/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
10/12/2017,11/02/2017,BAC,Bank of America Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Banks,Finance
10/12/2017,11/02/2017,FDC,First Data Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/11/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/10/2017,11/02/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
10/10/2017,11/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/09/2017,11/02/2017,BAC,Bank of America Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Banks,Finance
10/09/2017,11/02/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
10/09/2017,11/02/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
10/09/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/06/2017,11/02/2017,BAC,Bank of America Corporation,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Major Banks,Finance
10/06/2017,11/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
10/06/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/06/2017,11/02/2017,CZR,Caesars Entertainment Corporation,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Hotels/Resorts,Consumer Services
10/06/2017,11/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
10/06/2017,11/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/05/2017,11/02/2017,SLB,Schlumberger Limited,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,Oilfield Services/Equipment,Energy
10/05/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/05/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/05/2017,11/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
10/05/2017,11/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
10/05/2017,11/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/03/2017,11/02/2017,HBI,Hanesbrands Inc.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
10/03/2017,11/02/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
10/03/2017,11/02/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
10/02/2017,11/02/2017,LYV,"Live Nation Entertainment, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services
10/02/2017,11/02/2017,VSM,"Versum Materials, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,,
10/02/2017,11/02/2017,GM,General Motors Company,sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Auto Manufacturing,Capital Goods
10/02/2017,11/02/2017,AXTA,Axalta Coating Systems Ltd.,purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Paints/Coatings,Basic Industries
11/01/2017,11/01/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Thomas R. Carper,,,,
10/30/2017,10/30/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Lamar Alexander,,,,
10/30/2017,10/30/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mike Rounds,,,,
10/23/2017,10/24/2017,XSD,SPDR S&amp;P Semiconductor ETF,purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
10/23/2017,10/24/2017,LSCC,Lattice Semiconductor Corporation,sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,Semiconductors,Technology
10/23/2017,10/24/2017,AGN,Allergan plc,sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
10/19/2017,10/19/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Dianne Feinstein,,,,
10/18/2017,10/18/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,John Boozman,,,,
09/15/2017,10/17/2017,INTC,Intel Corporation,sale_full,"$1,001 - $15,000",Tammy Duckworth,Democrat,IL,Semiconductors,Technology
09/05/2017,10/16/2017,TD,The Toronto-Dominion Bank,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,SIEGY,Siemens Aktiengesellschaft,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,PM,Philip Morris International Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Farming/Seeds/Milling,Consumer Non-Durables
09/05/2017,10/16/2017,PFE,Pfizer Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
09/05/2017,10/16/2017,NVS,Novartis AG,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
09/05/2017,10/16/2017,NEE,"NextEra Energy, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Electric Utilities: Central,Public Utilities
09/05/2017,10/16/2017,NSRGY,Nestlé S.A.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Computer Software: Prepackaged Software,Technology
09/05/2017,10/16/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
09/05/2017,10/16/2017,LMT,Lockheed Martin Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Military/Government/Technical,Capital Goods
09/05/2017,10/16/2017,LVMUY,LVMH Moët Hennessy Louis Vuitton S.E.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,INTC,Intel Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Semiconductors,Technology
09/05/2017,10/16/2017,RHHBY,Roche Holding AG,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,XOM,Exxon Mobil Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Integrated oil Companies,Energy
09/05/2017,10/16/2017,CMPGY,Compass Group PLC,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,CSCO,"Cisco Systems, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Computer Communications Equipment,Technology
09/05/2017,10/16/2017,BASFY,BASF SE,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,AXAHY,AXA SA,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/16/2017,T,AT&amp;T Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Telecommunications Equipment,Public Utilities
09/20/2017,10/12/2017,QCOM,QUALCOMM Incorporated,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Radio And Television Broadcasting And Communications Equipment,Technology
09/20/2017,10/12/2017,GILD,"Gilead Sciences, Inc.",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
09/20/2017,10/12/2017,MCK,McKesson Corporation,sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Other Pharmaceuticals,Health Care
09/20/2017,10/12/2017,DISH,DISH Network Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Telecommunications Equipment,Consumer Discretionary
09/20/2017,10/12/2017,GILD,"Gilead Sciences, Inc.",sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
09/20/2017,10/12/2017,TJX,"The TJX Companies, Inc.",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Clothing/Shoe/Accessory Stores,Consumer Services
09/20/2017,10/12/2017,UNP,Union Pacific Corporation,sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Railroads,Transportation
09/27/2017,10/06/2017,K,Kellogg Company,sale_full,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Packaged Foods,Consumer Non-Durables
09/12/2017,10/06/2017,HLT,Hilton Worldwide Holdings Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/05/2017,10/06/2017,WEC,"WEC Energy Group, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Power Generation,Public Utilities
09/08/2017,10/06/2017,V,Visa Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Business Services,Miscellaneous
09/08/2017,10/06/2017,VTKLY,Vtech Holdings Limited,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,TSM,Taiwan Semiconductor Manufacturing Company Limited,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Semiconductors,Technology
09/08/2017,10/06/2017,SFTBY,SoftBank Group Corp.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,SGAPY,Singapore Telecommunications Limited,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,SSDOY,"Shiseido Company, Limited",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,RDS-B,Royal Dutch Shell plc,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,SMECF,SMC Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,RCL,Royal Caribbean Cruises Ltd.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Marine Transportation,Consumer Services
09/08/2017,10/06/2017,RBGLY,Reckitt Benckiser Group plc,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,PDRDY,Pernod Ricard SA,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,AVGO,Broadcom Limited,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Semiconductors,Technology
09/08/2017,10/06/2017,LRLCY,L'Oréal S.A.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,OXY,Occidental Petroleum Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Oil & Gas Production,Energy
09/08/2017,10/06/2017,NVO,Novo Nordisk A/S,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
09/08/2017,10/06/2017,MRAAY,"Murata Manufacturing Co., Ltd.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,NSRGY,Nestlé S.A.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,NPSND,Naspers Limited,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,JPM,JPMorgan Chase &amp; Co.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Banks,Finance
09/08/2017,10/06/2017,MCO,Moody's Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Finance: Consumer Services,Finance
09/08/2017,10/06/2017,LVS,Las Vegas Sands Corp.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Hotels/Resorts,Consumer Services
09/08/2017,10/06/2017,KYCCF,Keyence Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,INCY,Incyte Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Biotechnology: Commercial Physical & Biological Resarch,Health Care
09/08/2017,10/06/2017,RHHBY,Roche Holding AG,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,HXL,Hexcel Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Chemicals,Basic Industries
09/08/2017,10/06/2017,JKHY,"Jack Henry &amp; Associates, Inc.",purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,EDP Services,Technology
09/08/2017,10/06/2017,FANUY,Fanuc Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,ENB,Enbridge Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Natural Gas Distribution,Energy
09/08/2017,10/06/2017,ETN,Eaton Corporation plc,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Industrial Machinery/Components,Technology
09/08/2017,10/06/2017,CCI,Crown Castle International Corp.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Real Estate Investment Trusts,Real Estate
09/08/2017,10/06/2017,CVX,Chevron Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Integrated oil Companies,Energy
09/08/2017,10/06/2017,CERN,Cerner Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,EDP Services,Technology
09/08/2017,10/06/2017,CABGY,Carlsberg A/S,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,CME,CME Group Inc.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Investment Bankers/Brokers/Service,Finance
09/08/2017,10/06/2017,BNPQY,BNP Paribas SA,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,ASML,ASML Holding N.V.,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Industrial Machinery/Components,Technology
09/08/2017,10/06/2017,AZN,AstraZeneca PLC,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Major Pharmaceuticals,Health Care
09/08/2017,10/06/2017,AHKSY,Asahi Kasei Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
09/08/2017,10/06/2017,AMT,American Tower Corporation,purchase,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,Real Estate Investment Trusts,Consumer Services
04/04/2017,10/06/2017,ANCX,Access National Corporation,Exchange,"$1,001 - $15,000",Shelley Moore Capito,Republican,WV,,
10/04/2017,10/04/2017,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Thomas R. Carper,,,,
09/01/2017,10/02/2017,DWDP,DowDuPont Inc.,Exchange,"$15,001 - $50,000",David Perdue,Republican,GA,,
09/29/2017,10/02/2017,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000",David Perdue,Republican,GA,Major Pharmaceuticals,Health Care
09/28/2017,10/02/2017,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000",David Perdue,Republican,GA,Plastic Products,Consumer Non-Durables
09/27/2017,10/02/2017,MYL,Mylan N.V.,purchase,"$15,001 - $50,000",David Perdue,Republican,GA,,
